Шифра,Артикал,Продажна Цена,Единична Цена,Опис,Достапност,Редовна Цена,ДДВ,Последно ажурирање
1222,"МИРИНДА  1,75",56,бр.            ,,Има,56,18,
1223,ЦВЕКЛО ЛАРС,37,бр.            ,,Има,37,5,
1224,МИЛ РЕРНА 200МЛ,40,бр.            ,,Има,40,18,
1225,ЧАЈНИ КОЛАЧИ КОНДИСА,100,бр.            ,,Има,100,5,
1226,"ЛОСОС 2,9",324,бр.            ,,Има,324,5,
1227,СУБРИНА 250 МЛ,125,бр.            ,,Има,125,18,
1228,"УРДА БУЧЕН КОЗЈАК 0,5",61,бр.            ,,Има,61,5,
1229,БЕНЕ ЗА ПЛОЧКИ,62,бр.            ,,Има,62,18,
1230,ЛЕШНИК 100ГР,65,бр.            ,,Има,65,10,
1231,ФСТАК 100ГР,89,бр.            ,,Има,89,10,
1232,ИНДИСКИ ОРЕВ,60,бр.            ,,Има,60,5,
1233,БАСТУНЧЕ,7,бр.            ,,Има,7,10,
1234,"УРДА ЃОРЃИЕВИ ВАКУМ 0,5",73,бр.            ,,Има,73,5,
1235,"ВИЗИЈАНА ЛИМОН 1,5Л",28,бр.            ,,Има,28,18,
1236,КРОФНА ФРИ-ПЕК,30,бр.            ,,Има,30,5,
1237,РУБЕЛ 10кг,540,бр.            ,,Има,540,18,
1238,БЕЛА НАЈТ ВЛОШКИ,77,бр.            ,,Има,77,5,
1239,ВИВА  ФРУТИ 2Л,101,бр.            ,,Има,101,18,
1240,НЕСКАФЕ СЕНЗАЦИОНЕ 200ГР,307,бр.            ,,Има,307,5,
1241,СПИН 450,53,бр.            ,,Има,53,18,
1242,БОРА ТЕЧЕН САПУН ПУМПА,55,бр.            ,,Има,55,18,
1243,СОМАТ 90 ТАБЛЕТИ,830,бр.            ,,Има,830,18,
1244,БРЕФ 4Х 50ГР,68,бр.            ,,Има,68,18,
1245,ПИЛКА ОВАКО,16,бр.            ,,Има,16,5,
1246,ОМЕКНУВАЧ ДАМИНА,115,бр.            ,,Има,115,18,
1247,РОШЕН БАБЛ БЕЛО,50,бр.            ,,Има,50,10,
1248,НЕС КАФЕ ГОЛД 75 ГР,128,бр.            ,,Има,128,5,
1249,ЈАЈЦА С,5,бр.            ,,Има,5,5,
1250,"МЕРИКС 7,2КГ",850,бр.            ,,Има,850,18,
1251,МЕРИКС ТЕЧЕН,90,бр.            ,,Има,90,18,
1252,ЈУФКА МАРЧЕЛА 2+МАКАРОНИ,131,бр.            ,,Има,131,5,
1253,БРАШНО КАДИНО 1КГ,32,бр.            ,,Има,32,5,
1254,СИРИШТЕ 1Л,200,бр.            ,,Има,200,18,
1255,ПЕЧУРКИ 5КГ,500,бр.            ,,Има,500,5,
1256,ШТРУДЛА 800ГР,192,бр.            ,,Има,192,5,
1257,ШТРУДЛА 19ГР,5,бр.            ,,Има,5,5,
1258,БОТТОНИ ПИНАТ 180ГР,47,бр.            ,,Има,47,5,
1259,СИРУП ИНО СПЕКТАР ,115,бр.            ,,Има,115,5,
1260,СУВО ГРОЗЈЕ БЕЛО 100ГР,25,бр.            ,,Има,25,5,
1261,ПОГАЧА,90,бр.            ,,Има,90,5,
1262,ЛЕБ Ж.ЛУКС 6 СЕМИЊА,48,бр.            ,,Има,48,5,
1263,ЗАЧИН ЗА ПИЛЕШКО ПИКАНТ 60ГР,54,бр.            ,,Има,54,5,
1264,МУЛТИ МИКС 380ГР,52,бр.            ,,Има,52,5,
1265,СЈАЈ АБЦ ,60,бр.            ,,Има,60,18,
1266,КАПАЧКИ ЗА ТЕГЛИ,5.5,бр.            ,,Има,5.5,18,
1267,КЕЧАП 3Л МИРАНА,190,бр.            ,,Има,190,5,
1268,САЛИЦИЛ,22,бр.            ,,Има,22,18,
1269,КАПАЧКИ ЗА ТЕГЛА 10/1,55,бр.            ,,Има,55,18,
1270,АРИЕЛ КАПСУЛИ 12БР,175,бр.            ,,Има,175,18,
1271,МАСЛИНКА  ЦРНА РАЗМЕР,326,кгр.           ,,Има,326,5,
1272,КИКИРИТКА 350ГР ВАКУМ,72,бр.            ,,Има,72,10,
1273,САВО ПРОТИВ МУВЛА,205,бр.            ,,Има,205,18,
1274,КВИКИ ГРИЦ 100ГР,52,бр.            ,,Има,52,5,
1275,ТЕТ А ТЕТ 100ГР  САПУН,16,бр.            ,,Има,16,18,
1276,ФИНИШ 60,390,бр.            ,,Има,390,18,
1277,МИНТЕКС ЕКСТРА СТРОНГ 20ГР,10,бр.            ,,Има,10,5,
1278,СОДА БИКАРБОНА 500 АЛКАЛОИД,62,бр.            ,,Има,62,18,
1279,МАСЛИНКА ПИПЕРКА 400 ВАКУМ,115,бр.            ,,Има,115,5,
1280,"АЛПСКО 3,5",71,бр.            ,,Има,71,5,
1281,ЛЕБ ИТАЛИЈАНСКИ 500Г,37,бр.            ,,Има,37,5,
1282,ГЛЕЈД СПРЕЈ,105,бр.            ,,Има,105,18,
1283,ЧЕТКА ПАРАДОНТАКС,175,бр.            ,,Има,175,18,
1284,СПАРТА ГОЛД ЕКСТРА ВИР МАСЛИНОВО,257,бр.            ,,Има,257,5,
1285,ПУКАНКИ МАКС,20,бр.            ,,Има,20,5,
1286,ТЕМПО,10,бр.            ,,Има,10,5,
1287,КАРАМЕЛА ДАМЛА,200,бр.            ,,Има,200,10,
1288,КОРНИШОНИ АЛОРА,82,бр.            ,,Има,82,5,
1289,ЛОКУМ ТУРСКИ СО ФСТАК 200ГР,190,бр.            ,,Има,190,10,
1290,ЕКСЕНЦИЈА,42,бр.            ,,Има,42,18,
1291,РОШЕН ЈЕЛИ 1КГ,260,бр.            ,,Има,260,10,
1292,ДИПЛО ОДМРСНУВАЧ 750МЛ,125,бр.            ,,Има,125,18,
1293,ЛИОН ЧЕРАЛИ,192,бр.            ,,Има,192,5,
1294,ПЧЕНКА 170ГР,40,бр.            ,,Има,40,5,
1295,ПЕРФЕТО ГРАШОК 400ГР,42,бр.            ,,Има,42,5,
1296,ЏИЏИ БЕБЕ,40,бр.            ,,Има,40,5,
1297,СУЏУК 400ГР МЕИН,160,бр.            ,,Има,160,5,
1298,ТОРТЕЛИНИ 250ГР,103,бр.            ,,Има,103,10,
1299,БАШ АЈВАР,235,бр.            ,,Има,235,5,
1300,ПЕРФЕКС ПРЕМИУМ 4/1,55,бр.            ,,Има,55,18,
1301,"ЈУНЕШКИ КОЛБАС 0,700",163,кгр.           ,,Има,163,5,
1302,ГОЛДЕН ОИЛ И САНИ,75,бр.            ,,Има,75,5,
1303,"БИТОЛСКИ ЈОГУРТ 1,5л",90,бр.            ,,Има,90,5,
1304,ЧАЈ КАМИЛИЦА ЈУМИС,35,бр.            ,,Има,35,5,
1305,КАФЕ ГРАНД 2Х 200 ГОЛД + КУТИЈА,180,бр.            ,,Има,180,18,
1306,ПЛАСТИЧНИ  ЛАЖИЦИ,15,бр.            ,,Има,15,18,
1307,ФЕФЕРОНИ 720ГР МАКСАП,88,бр.            ,,Има,88,5,
1308,ТРИК СТАПЧИЊА СО КИКИРИТКИ 120ГР,25,бр.            ,,Има,25,5,
1309,ТРИК СТАПЧИЊА СО КИКИРИТКИ 150ГР,30,бр.            ,,Има,30,5,
1310,ТРИК СОЛЕНИ СТАПЧИЊА 100 ГР,18,бр.            ,,Има,18,5,
1311,МАЈОНЕЗ ВИТАНЕЗ 235 ГР,51,бр.            ,,Има,51,5,
1312,ЧОРБАЏИСКА ПИПЕРКА 720ГР,60,бр.            ,,Има,60,5,
1313,КРЕМ ЛУНА ПРЕМИУМ,280,бр.            ,,Има,280,10,
1314,СЛАТКО ОД СМОКВИ,166,бр.            ,,Има,166,10,
1315,АЛПСКИ СЕТ 2 ЈОЈУРТА И КИСЕЛО,114,бр.            ,,Има,114,5,
1316,КЕНДИ НАТ ЧОКОЛАДО 1 КГ,235,бр.            ,,Има,235,5,
1317,ЕСМЕРАЛДА КИКИРИТКА-ПОРТОКАЛ,45,бр.            ,,Има,45,5,
1318,ЕСМЕРАЛДА ЧОКО-МЛЕЧНО,50,бр.            ,,Има,50,5,
1319,ХОПЛА 500МЛ,110,бр.            ,,Има,110,5,
1320,КЕНДИ НАТ,13,бр.            ,,Има,13,5,
1321,БРИШАЧИ ЛЕДА 2Х100,42,бр.            ,,Има,42,18,
1322,ТОАЛЕТ ЛЕДА 10/1 ДВА СЛОЈА,84,бр.            ,,Има,84,18,
1323,ЕУРОКРЕМ БЛОК 80ГР,33,бр.            ,,Има,33,5,
1324,РОКИ ПАРТИ МИКС 250ГР,52,бр.            ,,Има,52,5,
1325,СЕТ ПАРИЗЕР + НАРЕЗАК,140,бр.            ,,Има,140,5,
1326,ЧОКА МОКА 375 ГР,130,бр.            ,,Има,130,10,
1327,НОМ НОМ,20,бр.            ,,Има,20,5,
1328,ПИЛ ЏИГЕРИ 1 КГ,72,бр.            ,,Има,72,5,
1329,СЕНФ МИРАНА 350ГР,82,бр.            ,,Има,82,10,
1330,МАРАМИЦИ ГЛОС,50,бр.            ,,Има,50,18,
1331,МАСЛИНКА БЛОНД КОФИЧКА,115,бр.            ,,Има,115,5,
1332,ПАВЛАКА ПИПЕРКА 600 ГР,163,бр.            ,,Има,163,5,
1333,БОНБОНИ КАФЕ  РОШЕН1КГ,300,бр.            ,,Има,300,10,
1334,РОРАКС ЗА ОДВОД,47,бр.            ,,Има,47,18,
1335,КАДАИФ 400ГР,156,бр.            ,,Има,156,5,
1336,КОРИ ЗА БАКЛАВ И ПИТА,128,бр.            ,,Има,128,5,
1337,БРОНХИ 100 ГР,37,бр.            ,,Има,37,5,
1338,КИСЕЛО АЛПСКО МЛЕКО 500ГР,52,бр.            ,,Има,52,5,
1339,ШЕРИ ЕВРОПА БОНБОНЈЕРА,135,бр.            ,,Има,135,5,
1340,ТОПКА ФУДБАЛ,350,бр.            ,,Има,350,18,
1341,ЧАДОР ГОЛЕМ ,300,бр.            ,,Има,300,18,
1342,КРЕМ ЕУРОКРЕМ 500ГР,163,бр.            ,,Има,163,10,
1343,ПЕРФЕКС БРИШАЧ ЏАМБО 1/1,65,бр.            ,,Има,65,18,
1344,СУПА КОКОШЈА ПОДРАВКА,27,бр.            ,,Има,27,5,
1345,ЧАЈ ЗЕЛЕН 30ГР,39,бр.            ,,Има,39,10,
1346,ПАШТЕТА ЛОВАЧКА 50ГР,15,бр.            ,,Има,15,5,
1347,ПЕРСИЛ 6КГ,420,бр.            ,,Има,420,18,
1348,ПЕРСИЛ 4КГ,335,бр.            ,,Има,335,18,
1349,МАРАМИЦИ ВИП БЕЈБИ,65,бр.            ,,Има,65,5,
1350,ПЕРФЕКС 8/1 ПРЕМИУМ,125,бр.            ,,Има,125,18,
1351,ШОК ШОК,2,бр.            ,,Има,2,5,
1352,ЈОГУРТ ЈОКА 1Л,50,бр.            ,,Има,50,5,
1353,АЛБЕНИ 47ГР,17,бр.            ,,Има,17,5,
1354,ЦРВЕН ПИПЕР СИВ,36,бр.            ,,Има,36,5,
1355,БЕКУТАН КРЕМА 100МЛ,160,бр.            ,,Има,160,18,
1356,ХУЛАХОПКИ ЛА ДАМА,35,бр.            ,,Има,35,18,
1357,ФЕФЕРОНИ ФРОБИ 720ГР,92,бр.            ,,Има,92,5,
1358,"КНАЗ МИЛОШ 1,25",30,бр.            ,,Има,30,18,
1359,"МИРИНДА И ПЕПСИ 1,25",48,бр.            ,,Има,48,18,
1360,"ДЕА ВОДА 0,5 12/1",150,бр.            ,,Има,150,18,
1361,"КНАЗ МИЛОШ 0,5 ЛИМОН И ПОРТОКАЛ",30,бр.            ,,Има,30,18,
1362,ЧУДО 200ГР,99,бр.            ,,Има,99,5,
1363,ТУНА ХЕПИ 185ГР,75,бр.            ,,Има,75,5,
1364,"АЈРАН 0,5",30,бр.            ,,Има,30,5,
1365,ПАКЕТЧЕ  КУТИЈА,300,бр.            ,,Има,300,5,
1366,ФРАНЦУСКО ПИЛЕ,79,бр.            ,,Има,79,5,
1367,МИНИ МИХ БАНАТ 300 ГР,90,бр.            ,,Има,90,5,
1368,РЖАНО БРАШНО,42,бр.            ,,Има,42,5,
1369,МЕД 15ГР,8,бр.            ,,Има,8,5,
1370,АЛБУМ Ж.Ц,144,бр.            ,,Има,144,18,
1371,БРАШНО ИНТЕГРАЛНО Ж ЛУКС 1КГ,77,бр.            ,,Има,77,5,
1372,ВЕМИЛК МЕШАНО СИРЕЊЕ,288,кгр.           ,,Има,288,5,
1373,ЈОКА  КРАВЈО СИРЕЊЕ,414,кгр.           ,,Има,414,5,
1374,"УРДА ВЕМИЛК 0,800",115,бр.            ,,Има,115,5,
1375,ФИНИШ СОЛ,109,бр.            ,,Има,109,18,
1376,КРЕМ БАНАНКА 144гр,56,бр.            ,,Има,56,10,
1377,СОРИ 168ГР,155,бр.            ,,Има,155,10,
1378,ФОРТУНА  ПКБ 840ГР,155,бр.            ,,Има,155,5,
1379,ПОСЕБНА ПКБ 400ГР,49,бр.            ,,Има,49,5,
1380,БРАШНО ПОПОВИЧ 5КГ,155,бр.            ,,Има,155,5,
1381,ТУТКУ 126ГР,54,бр.            ,,Има,54,5,
1382,БАЛОН 1/10,28,бр.            ,,Има,28,18,
1383,СИРИУС,13,бр.            ,,Има,13,5,
1384,ЗАЧИН ЗА ПОМФРИТ,50,бр.            ,,Има,50,5,
1385,ВЕСЕЛИ ЈАЈЦА 120ГР,90,бр.            ,,Има,90,10,
1386,КУРКУМА 40ГР ВИТАМИНКА,50,бр.            ,,Има,50,5,
1387,ЛАЖИЦИ ПЛАСТИЧНИ 100/1,80,бр.            ,,Има,80,18,
1388,КОРИ ЗА ПИТА 360ГР,56,бр.            ,,Има,56,5,
1389,ТОПЧЕ СО ЛАСТИК,50,бр.            ,,Има,50,18,
1390,МЕТЛА СО ЛОПАТКА,110,бр.            ,,Има,110,18,
1391,ПАСКАЛИН ОБЕЛУВАЧ 400ГР,125,бр.            ,,Има,125,5,
1392,ПАНАГИЈА,15,бр.            ,,Има,15,5,
1393,МАЈ ХЕРО ТАБЛЕТИ25+5,150,бр.            ,,Има,150,18,
1394,СТАПЧИЊА ЗА РАЖНИЧ,28,бр.            ,,Има,28,18,
1395,ДАРЕ ,28,бр.            ,,Има,28,5,
1396,УРМИ 200 ГР,34,бр.            ,,Има,34,5,
1397,СУНГЕР ПЕРЕКС 3/1,82,бр.            ,,Има,82,18,
1398,ЧАЈНА ГОВЕДСКА СЛАЈС 100ГР,79,бр.            ,,Има,79,5,
1399,ПАКЕТЧЕ 150,150,бр.            ,,Има,150,5,
1400,ВИЛУШКИ,13,бр.            ,,Има,13,18,
1401,"СИЛАН  2,860",300,бр.            ,,Има,300,18,
1402,НАНЕ СУВО КИБЕЛА,13,бр.            ,,Има,13,10,
1403,"МЛЕКО ЛАЗАР 2,8",64,бр.            ,,Има,64,5,
1404,КОРПИЦИ ЗА СЛАТКИ,45,бр.            ,,Има,45,18,
1405,КРОСТАТА БИСКВИТА 370 ГР,95,бр.            ,,Има,95,5,
1406,БОНБОНИ ЦЕВИТАНА 70ГР,42,бр.            ,,Има,42,5,
1407,ГИЗИ КРЕКЕР 70ГР,24,бр.            ,,Има,24,5,
1408,ЧАЈ ЈАГОГДА АЛКАЛОИД,60,бр.            ,,Има,60,5,
1409,МЕРАК 200гр,47,бр.            ,,Има,47,18,
1410,САВЕКС КАПСУЛИ 14/1,215,бр.            ,,Има,215,18,
1411,КОРИ ЗА ТОРТА  700ГР,175,бр.            ,,Има,175,5,
1412,АМОРЕТИ ПРИНЦЕЗА,38,бр.            ,,Има,38,5,
1413,АМОРЕТИ РИЖИТА,10,бр.            ,,Има,10,5,
1414,ПЕЛИСТЕРКА ОБИЧНА 6/1,160,бр.            ,,Има,160,18,
1415,ПЕЛИСТЕРКА ГАЗИРАНА 6/1,180,бр.            ,,Има,180,18,
1416,ТАНГО ОСВЕЖУВАЧ,100,бр.            ,,Има,100,18,
1417,ПАШТЕТА МИК 150ГР,26,бр.            ,,Има,26,5,
1418,СИЈАЛИЦИ ОСРАМ ЛЕД 9В,75,бр.            ,,Има,75,18,
1419,СИЈАЛИЦИ ОСРАМ ЛЕД СВЕКА,108,бр.            ,,Има,108,18,
1420,ЧАРШАВИ ЗА МАСА,10,бр.            ,,Има,10,18,
1421,ПИЛ БАТАК 10КГ МОЈ ПАРК,1400,бр.            ,,Има,1400,5,
1422,АДИБЕЛ,28,бр.            ,,Има,28,5,
1423,ЛЕШНИК БАДЕМ ПЕЧЕН,60,бр.            ,,Има,60,10,
1424,"МЕРБА БРУСНИЦА 37,5ГР",24,бр.            ,,Има,24,5,
1425,КОКОЛИНО 2Л,150,бр.            ,,Има,150,18,
1426,КВИКИ ГРИЦ 50ГР,27,бр.            ,,Има,27,5,
1427,СИНАЛКО ЛИМОН ГАЗОЗА 4/1,105,бр.            ,,Има,105,18,
1428,"СИНАЛКО ОРАНЖ 1,5Л 4/1",120,бр.            ,,Има,120,18,
1429,"САНО ГАЗИРАН 1,5Л  4/1",109,бр.            ,,Има,109,18,
1430,ПАНГА ФИЛЕТИ,140,кгр.           ,,Има,140,5,
1431,ПЕРЕЦИ ФРИПЕК,25,бр.            ,,Има,25,5,
1432,МЕТЛА С-55,130,бр.            ,,Има,130,18,
1433,ЧАЈ ПЛАНИНСКИ ВИТАМ,28,бр.            ,,Има,28,5,
1434,"ПАНИРАНИ КРИЛЦА 0,5КГ",162,бр.            ,,Има,162,5,
1435,СУПА ВИТАМИНКА КОКОШЈА И ГОВЕДСКА,18,бр.            ,,Има,18,5,
1436,ПУТЕР ПРЕСИДЕНТ 200ГР,120,бр.            ,,Има,120,5,
1437,ПАНКО 3+1,16,бр.            ,,Има,16,5,
1438,ПЕПЕРМИНТ 500,115,бр.            ,,Има,115,5,
1439,КАРАМЕЛ 500ГР,91,бр.            ,,Има,91,5,
1440,САРДИНА МЕЏИК,29,бр.            ,,Има,29,5,
1441,ПЕТИТ БЕВИТА 680ГР,87,бр.            ,,Има,87,5,
1442,АТЛАНТИС 35ГР,20,бр.            ,,Има,20,5,
1443,ШПАГЕТИ СЕНТЕЛА 500ГР,29,бр.            ,,Има,29,5,
1444,КОЦКА ЗА СУПА ЗЕЛЕНЧУКОВА МАГИ,70,бр.            ,,Има,70,5,
1445,АРГЕТА ПИКАНТ,50,бр.            ,,Има,50,5,
1446,ЧАЈНА ГАВРИЛОВИЧ,537,кгр.           ,,Има,537,5,
1447,САЛАКИС 330ГР,176,бр.            ,,Има,176,5,
1448,САЛАКИС 770ГР,410,бр.            ,,Има,410,5,
1449,МАСЛИНКА ЗЕЛЕНА ОЛИВЕЛО 500ГР,190,бр.            ,,Има,190,5,
1450,МАСЛИНКА 550ГР ЦРНА СЕЛИА,145,бр.            ,,Има,145,5,
1451,"САЛАТА МИКС 2,5 кг",132,бр.            ,,Има,132,5,
1452,ВЛОШКИ ЗА ИНКОНТИН 40/1 ,145,бр.            ,,Има,145,18,
1453,ГУМЕНИ ЏЕЛЕМАНИЈА 70ГР,39,бр.            ,,Има,39,10,
1454,ЛОТУС 9КГ,450,бр.            ,,Има,450,18,
1455,ЈУНЕШКИ ДЕБЕЛ КОЛБАС,130,бр.            ,,Има,130,5,
1456,РИБИНИ ПРСТИ РЕФУС,210,кгр.           ,,Има,210,10,
1457,КНОПЕРС ,40,бр.            ,,Има,40,5,
1458,ШОГЕТЕН 100ГР,68,бр.            ,,Има,68,10,
1459,ПУКАНКИ ЗА МИКРО,22,бр.            ,,Има,22,5,
1460,ПЛИШЕНА ИГРАЧКА СКВИШ,150,бр.            ,,Има,150,18,
1461,СЕТ ПКБ МАРГАРИН + ВИРШЛА,135,бр.            ,,Има,135,5,
1462,ЦАРСКА МЕШАВИНА 1кг,75,бр.            ,,Има,75,5,
1463,"ВОДА АЛКАЛИНЕ 0,330",25,бр.            ,,Има,25,18,
1464,БРАШНО 25КГ,690,бр.            ,,Има,690,5,
1465,БРАШНО КАДИНО 2КГ,65,бр.            ,,Има,65,5,
1466,ВЛОШКИ УЛТРА КОТОН 10/1,104,бр.            ,,Има,104,5,
1467,ЧИСТАЧ НА ТЕПИХ,328,бр.            ,,Има,328,18,
1468,РОШЕН БАБЛ МЛЕЧНО,50,бр.            ,,Има,50,5,
1469,ПЕЧУРКИ РЕФУС,157,бр.            ,,Има,157,5,
1470,ПАВЛАКА 180 ГР,31,бр.            ,,Има,31,5,
1471,АРКО СЕТ ПЕНА + БАЛСАМ,235,бр.            ,,Има,235,18,
1472,БРАШНО БИТОЛСКО 1КГ,35,бр.            ,,Има,35,5,
1473,СОДА БИКАРБОНА ВИТАМ 1КГ,84,бр.            ,,Има,84,18,
1474,КАЛАМАТА 1 КГ,125,бр.            ,,Има,125,5,
1475,"МАСЛИНКА ЗЕЛЕНА БЕЗ СЕМКА 0,55",163,бр.            ,,Има,163,5,
1476,СВЕКИ ЗА РОДЕНДЕН БРОЈКА,25,бр.            ,,Има,25,18,
1477,ФИДЕ РИСКОСА 500ГР,69,бр.            ,,Има,69,5,
1478,СВИНСКИ ВРАТ МЕИН,88,бр.            ,,Има,88,5,
1479,БРАШНО БИТОЛСКО 5КГ,157,бр.            ,,Има,157,5,
1480,ПЕТИТ ДОРА 400ГР,36,бр.            ,,Има,36,5,
1481,"СЕМАНА 1,7Л",280,бр.            ,,Има,280,18,
1482,ПАВЛАКА НАТУРА,48,бр.            ,,Има,48,5,
1483,СОЛ СОМАТ,115,бр.            ,,Има,115,18,
1484,ХОПЛА САНИА 500 ГР,102,бр.            ,,Има,102,5,
1485,АМОРЕТИ СОНЈА,35,бр.            ,,Има,35,5,
1486,ЛИЛА ТЕЧЕН САПУН 1л,72,бр.            ,,Има,72,5,
1487,КРЕМ АМОРЕТИ 450ГР,80,бр.            ,,Има,80,5,
1488,СОМАТ СЈАЈ 750МЛ,175,бр.            ,,Има,175,18,
1489,ФИБО ЗАЧИН,25,бр.            ,,Има,25,5,
1490,СИЈАЛИЦИ ИСКРА,25,бр.            ,,Има,25,18,
1491,БАНАНИТА,56,бр.            ,,Има,56,5,
1492,ПЕРФЕКС 1/10 БЕБЕШКА ПУДРА,140,бр.            ,,Има,140,18,
1493,АБЦ ТЕЧЕН ДЕТЕРГЕНТ 3Л,320,бр.            ,,Има,320,18,
1494,ТЕСТЕНИНИ ИНДОМИ 2+1,34,бр.            ,,Има,34,5,
1495,МИРИНДА ПАКЕТ 6/1,270,бр.            ,,Има,270,18,
1496,ЖИТОМИР МИЛКИ ВЕЈ 200ГР БИСКВИТ,30,бр.            ,,Има,30,5,
1497,СВИНСКО КАРЕ ,440,бр.            ,,Има,440,5,
1498,СУНГЕР БЕСТ 10/1,40,бр.            ,,Има,40,18,
1499,"ЈОГУРТ ТЕТОВСКИ 1,5Л РОЗАВ",54,бр.            ,,Има,54,5,
1500,"ЈОГУРТ ТЕТОВСКИ 1,5Л ЗЕЛЕН",60,бр.            ,,Има,60,5,
1501,ПЕЗ БОНБОНИ,8,бр.            ,,Има,8,10,
1502,ДИП ЕН ГОУ,57,бр.            ,,Има,57,10,
1503,ЕКСТРИМ ПАРФЕМ ЛИМЕНКА,350,бр.            ,,Има,350,18,
1504,ПУКАНКИ ТАЗЕ,10,бр.            ,,Има,10,5,
1505,ТВИСТЕР ЈАГОДА,40,бр.            ,,Има,40,5,
1506,КЛИН СТАКЛО 750МЛ РЕФИЛ,33,бр.            ,,Има,33,18,
1507,АЛБЕНИ ЕКСТРА 170 ГР,75,бр.            ,,Има,75,5,
1508,БОРА КУЈНСКА ХАРТИЈА,182,бр.            ,,Има,182,18,
1509,"ВИВА 0,5",40,бр.            ,,Има,40,18,
1510,"ВИВА ЛИМОН И БОЗДЕЛ 1,5Л",55,бр.            ,,Има,55,18,
1511,"УЛКЕР ДИДО 36,5ГР",20,бр.            ,,Има,20,5,
1512,МЕТРО СО КИКИРИТКИ 36ГР,19,бр.            ,,Има,19,5,
1513,"МИЛКОС И ПКБ МЛЕКО 2,8",55,бр.            ,,Има,55,5,
1514,ТЕСТЕНИНИ БАНЕТИ 500ГР,39,бр.            ,,Има,39,5,
1515,МАСЛИНОВО МАСЛО 1л,210,бр.            ,,Има,210,5,
1516,"ПЕРВОЛ  1,5Л",205,бр.            ,,Има,205,18,
1517,ПЕЛЕНИ ЕВИ БЕЈБИ 5/46,413,бр.            ,,Има,413,5,
1518,СТРУМКА 6/1,240,бр.            ,,Има,240,18,
1519,ТОРТИНА 450ГР,107,бр.            ,,Има,107,5,
1520,ТОРТИНА 265ГР,72,бр.            ,,Има,72,5,
1521,СУНГЕР ПЕРФЕКС,18,бр.            ,,Има,18,18,
1522,ЈАДРАН 300 ГР,73,бр.            ,,Има,73,5,
1523,КРЕМ НУТИНИ 400ГР,95,бр.            ,,Има,95,10,
1524,ПАНДУФИ,100,бр.            ,,Има,100,18,
1525,КОЦКА ЗА КАЗАНЧЕ,50,бр.            ,,Има,50,18,
1526,СОЛ ЗА МАШИНА  МАЈ ХЕРО,99,бр.            ,,Има,99,18,
1527,ТАБЛЕТИ ДР ПРАКТИ 30+5,215,бр.            ,,Има,215,18,
1528,ПАВЛАКА ШТИПСКА 400,64,бр.            ,,Има,64,5,
1529,ПАНТЕН 400МЛ,160,бр.            ,,Има,160,18,
1530,МИЛЕНИУМ ЧОКОЛАДЦА,3,бр.            ,,Има,3,5,
1531,ПАСКАЛИН КЛАСИК 50ГР ЛИМЕНКА,80,бр.            ,,Има,80,18,
1532,"УРДА ТЕТОВСКА 0,700ГР",92,бр.            ,,Има,92,5,
1533,КАФЕ ЧИБО ЕКСПРЕСО,165,бр.            ,,Има,165,18,
1534,ЗАШТИТНИ МАСКИ,7,бр.            ,,Има,7,18,
1535,ПЕРСИЛ КАПСУЛИ 14/1,285,бр.            ,,Има,285,18,
1536,"НЕКТАР ЛАЈФ 0,5Л ПРАСКА",34,бр.            ,,Има,34,18,
1537,НЕКТАР ЈАБОЛКО И ПРАСКА 1л,55,бр.            ,,Има,55,18,
1538,"НЕКТАР ЛАЈФ 0,5Л ПОРТОКАЛ",38,бр.            ,,Има,38,18,
1539,ФРУКТАЛ   1Л,58,бр.            ,,Има,58,18,
1540,ЧЕТКА ЗА ТРИЕЊЕ С-05/50,220,бр.            ,,Има,220,18,
1541,АЈРАН 1Л,60,бр.            ,,Има,60,5,
1542,РИСКО 150ГР,59,бр.            ,,Има,59,5,
1543,ЏОНИ КРОКЕР ВАФЛИ,145,бр.            ,,Има,145,5,
1544,МЕДЕНИ КОЛАЧИЊА БЕЛИ 500ГР,110,бр.            ,,Има,110,10,
1545,ОВОШЕН ЈОГУРТ,20,бр.            ,,Има,20,10,
1546,КРИСТАЛ ЗЕЈТИН,138,бр.            ,,Има,138,5,
1547,КОРНИШОНИ 5КГ,155,бр.            ,,Има,155,5,
1548,КЕЧАП 5КГ,320,бр.            ,,Има,320,5,
1549,СЕНФ 250гр ВИТАМИНКА,90,бр.            ,,Има,90,10,
1550,МАЈОНЕЗ 3КГ,240,бр.            ,,Има,240,5,
1551,ПАВЛАКА БИТОЛСКА 700ГР,138,бр.            ,,Има,138,5,
1552,СТЕК ИНЕРФИЛЕ 1КГ,270,бр.            ,,Има,270,5,
1553,СЕТ КЕЧАП МАЈОНЕЗ МИРАНА,89,бр.            ,,Има,89,5,
1554,ЧИПС 160ГР СТИЗА,55,бр.            ,,Има,55,5,
1555,ЧИПС 20ГР СТИЗА,10,бр.            ,,Има,10,5,
1556,ДВОПЕК ШИТКАРСКИ,45,бр.            ,,Има,45,5,
1557,ВАФЕЛ КАКАО ПОСНА 180ГР,47,бр.            ,,Има,47,5,
1558,ПЕЛИСТЕРКА КОЛА 4/1,115,бр.            ,,Има,115,18,
1559,"БРАВО 1,5л",58,бр.            ,,Има,58,18,
1560,ДВОПЕК ЕЛИТ 125ГР,29,бр.            ,,Има,29,5,
